run,seed,variable,lead_hours,wavenumber,power_ratio
multiscale,2,TP6h,120,1,0.4679793831025633
multiscale,2,TP6h,120,2,0.42038734285611434
multiscale,2,TP6h,120,3,0.4206870122114025
multiscale,2,TP6h,120,4,0.3051074710408927
multiscale,2,TP6h,120,5,0.2248540639112442
multiscale,2,TP6h,120,6,0.1896426991247271
multiscale,2,TP6h,120,7,0.1619827424436465
multiscale,2,TP6h,120,8,0.3463796573199318
multiscale,2,TP6h,120,9,0.1431081636577672
multiscale,2,TP6h,120,10,0.14291439981817788
multiscale,2,TP6h,120,11,0.14011224307992073
multiscale,2,TP6h,120,12,0.12783680503411973
multiscale,2,TP6h,120,13,0.13223470854941294
multiscale,2,TP6h,120,14,0.12898762795993737
multiscale,2,TP6h,120,15,0.16472716996896836
multiscale,2,TP6h,120,16,0.3252262544589991
multiscale,2,TP6h,120,17,0.16507149624543457
multiscale,2,TP6h,120,18,0.13799565539858571
multiscale,2,TP6h,120,19,0.14392634659650938
multiscale,2,TP6h,120,20,0.15207851429573918
multiscale,2,TP6h,120,21,0.16435372478770685
multiscale,2,TP6h,120,22,0.16461755881963686
multiscale,2,TP6h,120,23,0.18212018427798038
multiscale,2,TP6h,120,24,0.37032110326642004
multiscale,2,TP6h,120,25,0.20692125042382292
multiscale,2,TP6h,120,26,0.1971851306832171
multiscale,2,TP6h,120,27,0.24514044496553627
multiscale,2,TP6h,120,28,0.24621045234621633
multiscale,2,TP6h,120,29,0.28010595959802204
multiscale,2,TP6h,120,30,0.2857966687843317
multiscale,2,TP6h,120,31,0.3191730472246149
multiscale,2,TP6h,120,32,1.1760184964297593
multiscale_smooth,0,Z500,24,1,0.8915728094861626
multiscale_smooth,0,Z500,24,2,0.919908829424418
multiscale_smooth,0,Z500,24,3,0.9546516580645981
multiscale_smooth,0,Z500,24,4,0.9461723553790544
multiscale_smooth,0,Z500,24,5,0.9415515920534216
multiscale_smooth,0,Z500,24,6,0.9300133758386017
multiscale_smooth,0,Z500,24,7,0.9500573197148806
multiscale_smooth,0,Z500,24,8,1.0241307856193202
multiscale_smooth,0,Z500,24,9,1.1407827263077182
multiscale_smooth,0,Z500,24,10,1.20503196037548
multiscale_smooth,0,Z500,24,11,1.3148817226887501
multiscale_smooth,0,Z500,24,12,1.3464721259636774
multiscale_smooth,0,Z500,24,13,1.4932881972805494
multiscale_smooth,0,Z500,24,14,1.512294053942143
multiscale_smooth,0,Z500,24,15,1.6514430026016376
multiscale_smooth,0,Z500,24,16,1.8726056150979784
multiscale_smooth,0,Z500,24,17,1.949898791817145
multiscale_smooth,0,Z500,24,18,2.1334047650499426
multiscale_smooth,0,Z500,24,19,2.5735778365794877
multiscale_smooth,0,Z500,24,20,2.9484141390784275
multiscale_smooth,0,Z500,24,21,3.508691559179789
multiscale_smooth,0,Z500,24,22,4.214105968319603
multiscale_smooth,0,Z500,24,23,5.445979667579854
multiscale_smooth,0,Z500,24,24,6.8707274351089405
multiscale_smooth,0,Z500,24,25,8.090419044484523
multiscale_smooth,0,Z500,24,26,9.640676082329271
multiscale_smooth,0,Z500,24,27,12.469279383807423
multiscale_smooth,0,Z500,24,28,16.22532592581252
multiscale_smooth,0,Z500,24,29,22.950562770907595
multiscale_smooth,0,Z500,24,30,22.209216525483548
multiscale_smooth,0,Z500,24,31,23.437524967960847
multiscale_smooth,0,Z500,24,32,41.06787871340585
multiscale_smooth,0,T850,24,1,0.9976682429668746
multiscale_smooth,0,T850,24,2,0.9995703567731857
multiscale_smooth,0,T850,24,3,1.0178492111839366
multiscale_smooth,0,T850,24,4,1.018642807246298
multiscale_smooth,0,T850,24,5,1.0314829514466781
multiscale_smooth,0,T850,24,6,1.0091490025288363
multiscale_smooth,0,T850,24,7,0.981556818805382
multiscale_smooth,0,T850,24,8,0.9564798923976384
multiscale_smooth,0,T850,24,9,0.9700135514795121
multiscale_smooth,0,T850,24,10,0.9360149630527249
multiscale_smooth,0,T850,24,11,0.9488862485792174
multiscale_smooth,0,T850,24,12,0.9997374388083775
multiscale_smooth,0,T850,24,13,1.0052119895846332
multiscale_smooth,0,T850,24,14,1.0451285558524228
multiscale_smooth,0,T850,24,15,1.062912596032555
multiscale_smooth,0,T850,24,16,1.026293050710722
multiscale_smooth,0,T850,24,17,1.0390643253606036
multiscale_smooth,0,T850,24,18,1.0849166654382258
multiscale_smooth,0,T850,24,19,1.0713699247218311
multiscale_smooth,0,T850,24,20,1.1044291536697255
multiscale_smooth,0,T850,24,21,1.1469646062294665
multiscale_smooth,0,T850,24,22,1.1680043314823254
multiscale_smooth,0,T850,24,23,1.2093554929216639
multiscale_smooth,0,T850,24,24,1.1857123403252847
multiscale_smooth,0,T850,24,25,1.2017677565624987
multiscale_smooth,0,T850,24,26,1.2148430779492811
multiscale_smooth,0,T850,24,27,1.2023005834555198
multiscale_smooth,0,T850,24,28,1.248063759396737
multiscale_smooth,0,T850,24,29,1.2705462066919893
multiscale_smooth,0,T850,24,30,1.283677581121048
multiscale_smooth,0,T850,24,31,1.279943303016083
multiscale_smooth,0,T850,24,32,2.113919688377412
multiscale_smooth,0,Q850,24,1,0.9478675498682908
multiscale_smooth,0,Q850,24,2,0.9670009153012135
multiscale_smooth,0,Q850,24,3,0.9341572570035513
multiscale_smooth,0,Q850,24,4,0.9441391309154488
multiscale_smooth,0,Q850,24,5,0.9117247736740748
multiscale_smooth,0,Q850,24,6,0.9303987066880894
multiscale_smooth,0,Q850,24,7,0.8988627958367915
multiscale_smooth,0,Q850,24,8,0.9205283164685806
multiscale_smooth,0,Q850,24,9,0.8772281424966374
multiscale_smooth,0,Q850,24,10,0.857944363028995
multiscale_smooth,0,Q850,24,11,0.8397764355350981
multiscale_smooth,0,Q850,24,12,0.824062944598719
multiscale_smooth,0,Q850,24,13,0.8550375752524753
multiscale_smooth,0,Q850,24,14,0.8399753879396544
multiscale_smooth,0,Q850,24,15,0.852261121745764
multiscale_smooth,0,Q850,24,16,0.8697243965166933
multiscale_smooth,0,Q850,24,17,0.8629049930072005
multiscale_smooth,0,Q850,24,18,0.8392168860163965
multiscale_smooth,0,Q850,24,19,0.8515852058450178
multiscale_smooth,0,Q850,24,20,0.8790510735633937
multiscale_smooth,0,Q850,24,21,0.852480701367041
multiscale_smooth,0,Q850,24,22,0.9245506489646698
multiscale_smooth,0,Q850,24,23,0.9579605135452085
multiscale_smooth,0,Q850,24,24,0.9593172276889381
multiscale_smooth,0,Q850,24,25,1.0037382833559534
multiscale_smooth,0,Q850,24,26,1.0398433998315093
multiscale_smooth,0,Q850,24,27,1.0554769085971083
multiscale_smooth,0,Q850,24,28,1.0333841527625263
multiscale_smooth,0,Q850,24,29,1.0486016761846102
multiscale_smooth,0,Q850,24,30,1.0494175153952885
multiscale_smooth,0,Q850,24,31,1.1033661281105331
multiscale_smooth,0,Q850,24,32,1.252262572497558
multiscale_smooth,0,TP6h,24,1,0.8110391565154697
multiscale_smooth,0,TP6h,24,2,0.7277314140701662
multiscale_smooth,0,TP6h,24,3,0.7386167874549137
multiscale_smooth,0,TP6h,24,4,0.6703369294602596
multiscale_smooth,0,TP6h,24,5,0.686707402628566
multiscale_smooth,0,TP6h,24,6,0.6258936259175722
multiscale_smooth,0,TP6h,24,7,0.6585377434500468
multiscale_smooth,0,TP6h,24,8,0.6215900095576349
multiscale_smooth,0,TP6h,24,9,0.595689357197566
multiscale_smooth,0,TP6h,24,10,0.5705013117063252
multiscale_smooth,0,TP6h,24,11,0.5356002353792854
multiscale_smooth,0,TP6h,24,12,0.5225546260309696
multiscale_smooth,0,TP6h,24,13,0.4771020342336303
multiscale_smooth,0,TP6h,24,14,0.4336594680666897
multiscale_smooth,0,TP6h,24,15,0.4296432385877612
multiscale_smooth,0,TP6h,24,16,0.4088219749599046
multiscale_smooth,0,TP6h,24,17,0.3863677385420208
multiscale_smooth,0,TP6h,24,18,0.35316451210519473
multiscale_smooth,0,TP6h,24,19,0.3377206620397298
multiscale_smooth,0,TP6h,24,20,0.3069640164384356
multiscale_smooth,0,TP6h,24,21,0.28787778545659753
multiscale_smooth,0,TP6h,24,22,0.2757498317996915
multiscale_smooth,0,TP6h,24,23,0.2521521724980247
multiscale_smooth,0,TP6h,24,24,0.2526831654773338
multiscale_smooth,0,TP6h,24,25,0.22768053429037602
multiscale_smooth,0,TP6h,24,26,0.2165955683524131
multiscale_smooth,0,TP6h,24,27,0.1998269115830479
multiscale_smooth,0,TP6h,24,28,0.19850066284109838
multiscale_smooth,0,TP6h,24,29,0.19534024062086322
multiscale_smooth,0,TP6h,24,30,0.1904819883601102
multiscale_smooth,0,TP6h,24,31,0.19275286705207192
multiscale_smooth,0,TP6h,24,32,0.21784627661657616
multiscale_smooth,0,Z500,120,1,0.7944175774106899
multiscale_smooth,0,Z500,120,2,0.8827823722032635
multiscale_smooth,0,Z500,120,3,0.908006808224634
multiscale_smooth,0,Z500,120,4,0.8179246907757455
multiscale_smooth,0,Z500,120,5,0.8221259902163799
multiscale_smooth,0,Z500,120,6,0.8503940892804355
multiscale_smooth,0,Z500,120,7,0.9293466659905965
multiscale_smooth,0,Z500,120,8,1.1171243756982714
multiscale_smooth,0,Z500,120,9,1.2057572590834107
multiscale_smooth,0,Z500,120,10,1.310202007261204
multiscale_smooth,0,Z500,120,11,1.566774668120118
multiscale_smooth,0,Z500,120,12,2.0563632625135075
multiscale_smooth,0,Z500,120,13,2.29774127177416
multiscale_smooth,0,Z500,120,14,2.7956378604930947
multiscale_smooth,0,Z500,120,15,3.522793820405782
multiscale_smooth,0,Z500,120,16,6.413013282901644
multiscale_smooth,0,Z500,120,17,5.233880456331068
multiscale_smooth,0,Z500,120,18,6.187160027433583
multiscale_smooth,0,Z500,120,19,7.188847587524415
multiscale_smooth,0,Z500,120,20,8.939358256023171
multiscale_smooth,0,Z500,120,21,12.739372300678902
multiscale_smooth,0,Z500,120,22,15.93515580546267
multiscale_smooth,0,Z500,120,23,24.080044040337302
multiscale_smooth,0,Z500,120,24,40.708952826633436
multiscale_smooth,0,Z500,120,25,50.54046408476573
multiscale_smooth,0,Z500,120,26,69.29366639216751
multiscale_smooth,0,Z500,120,27,116.27284872734053
multiscale_smooth,0,Z500,120,28,167.26061158260939
multiscale_smooth,0,Z500,120,29,274.4791156789798
multiscale_smooth,0,Z500,120,30,249.44101442678644
multiscale_smooth,0,Z500,120,31,264.0975324148227
multiscale_smooth,0,Z500,120,32,832.930541943697
multiscale_smooth,0,T850,120,1,1.0521304362629404
multiscale_smooth,0,T850,120,2,0.9762682690610915
multiscale_smooth,0,T850,120,3,0.9828857800360136
multiscale_smooth,0,T850,120,4,0.8374226710479645
multiscale_smooth,0,T850,120,5,0.8206899640080615
multiscale_smooth,0,T850,120,6,0.8257025271098711
multiscale_smooth,0,T850,120,7,0.9277795716599757
multiscale_smooth,0,T850,120,8,1.0420811064162228
multiscale_smooth,0,T850,120,9,1.0435858221713628
multiscale_smooth,0,T850,120,10,0.9849608168041001
multiscale_smooth,0,T850,120,11,1.0686042048992177
multiscale_smooth,0,T850,120,12,1.1708974711794498
multiscale_smooth,0,T850,120,13,1.1834216998451068
multiscale_smooth,0,T850,120,14,1.2721771102561765
multiscale_smooth,0,T850,120,15,1.3290867225732805
multiscale_smooth,0,T850,120,16,1.8056125910753669
multiscale_smooth,0,T850,120,17,1.4742751135780972
multiscale_smooth,0,T850,120,18,1.514663767764876
multiscale_smooth,0,T850,120,19,1.7285048289165674
multiscale_smooth,0,T850,120,20,1.7832328388536984
multiscale_smooth,0,T850,120,21,1.9762803250948302
multiscale_smooth,0,T850,120,22,2.3363364923428547
multiscale_smooth,0,T850,120,23,2.641783356491107
multiscale_smooth,0,T850,120,24,3.0941521220196373
multiscale_smooth,0,T850,120,25,2.51017802215141
multiscale_smooth,0,T850,120,26,2.791191870044197
multiscale_smooth,0,T850,120,27,3.4615374489775075
multiscale_smooth,0,T850,120,28,4.770135980236082
multiscale_smooth,0,T850,120,29,5.085813130643957
multiscale_smooth,0,T850,120,30,5.2278122421411535
multiscale_smooth,0,T850,120,31,5.908950595690386
multiscale_smooth,0,T850,120,32,30.33301843981021
multiscale_smooth,0,Q850,120,1,0.9176701296558105
multiscale_smooth,0,Q850,120,2,0.9412100184732409
multiscale_smooth,0,Q850,120,3,0.8374985838806336
multiscale_smooth,0,Q850,120,4,0.9433445177497036
multiscale_smooth,0,Q850,120,5,0.8495536623852918
multiscale_smooth,0,Q850,120,6,0.8590820710263237
multiscale_smooth,0,Q850,120,7,0.7982121229473805
multiscale_smooth,0,Q850,120,8,0.8523674313545013
multiscale_smooth,0,Q850,120,9,0.7635702122461286
multiscale_smooth,0,Q850,120,10,0.6989885207722337
multiscale_smooth,0,Q850,120,11,0.6961964556948739
multiscale_smooth,0,Q850,120,12,0.654185676166464
multiscale_smooth,0,Q850,120,13,0.6837504498010176
multiscale_smooth,0,Q850,120,14,0.7371535272316533
multiscale_smooth,0,Q850,120,15,0.7173907297654942
multiscale_smooth,0,Q850,120,16,0.9338145541872597
multiscale_smooth,0,Q850,120,17,0.8183444654434083
multiscale_smooth,0,Q850,120,18,0.8021194516687632
multiscale_smooth,0,Q850,120,19,0.8074924071252008
multiscale_smooth,0,Q850,120,20,0.9244017120190727
multiscale_smooth,0,Q850,120,21,1.0048189960096965
multiscale_smooth,0,Q850,120,22,1.1230562348596718
multiscale_smooth,0,Q850,120,23,1.2358306048994687
multiscale_smooth,0,Q850,120,24,1.7478658666541518
multiscale_smooth,0,Q850,120,25,1.725552746697913
multiscale_smooth,0,Q850,120,26,1.8403584151667884
multiscale_smooth,0,Q850,120,27,2.4352560861241974
multiscale_smooth,0,Q850,120,28,2.3843150643714717
multiscale_smooth,0,Q850,120,29,2.7522118715077113
multiscale_smooth,0,Q850,120,30,2.4270037236718904
multiscale_smooth,0,Q850,120,31,2.4304578090858624
multiscale_smooth,0,Q850,120,32,5.4477189703015965
multiscale_smooth,0,TP6h,120,1,0.8643094034454734
multiscale_smooth,0,TP6h,120,2,0.7312392376702107
multiscale_smooth,0,TP6h,120,3,0.822087656052553
multiscale_smooth,0,TP6h,120,4,0.7514946036999828
multiscale_smooth,0,TP6h,120,5,0.6366428080670066
multiscale_smooth,0,TP6h,120,6,0.5504560455356595
multiscale_smooth,0,TP6h,120,7,0.5499128973830075
multiscale_smooth,0,TP6h,120,8,0.5428211705778452
multiscale_smooth,0,TP6h,120,9,0.4293402064547479
multiscale_smooth,0,TP6h,120,10,0.4119693107236312
multiscale_smooth,0,TP6h,120,11,0.3883497503158308
multiscale_smooth,0,TP6h,120,12,0.35456551538812464
multiscale_smooth,0,TP6h,120,13,0.34164436234070367
multiscale_smooth,0,TP6h,120,14,0.2962786551275328
multiscale_smooth,0,TP6h,120,15,0.29355261480627365
multiscale_smooth,0,TP6h,120,16,0.31823574893952494
multiscale_smooth,0,TP6h,120,17,0.2611229477623159
multiscale_smooth,0,TP6h,120,18,0.24838359640721674
multiscale_smooth,0,TP6h,120,19,0.22516817137318246
multiscale_smooth,0,TP6h,120,20,0.2139261009492183
multiscale_smooth,0,TP6h,120,21,0.19377578518929336
multiscale_smooth,0,TP6h,120,22,0.19951885014415113
multiscale_smooth,0,TP6h,120,23,0.18551135077200617
multiscale_smooth,0,TP6h,120,24,0.20679062343424795
multiscale_smooth,0,TP6h,120,25,0.17446491270063869
multiscale_smooth,0,TP6h,120,26,0.17216452301614538
multiscale_smooth,0,TP6h,120,27,0.1804216775314999
multiscale_smooth,0,TP6h,120,28,0.18042746288382278
multiscale_smooth,0,TP6h,120,29,0.16120005192359654
multiscale_smooth,0,TP6h,120,30,0.1662928129555867
multiscale_smooth,0,TP6h,120,31,0.16035048487448914
multiscale_smooth,0,TP6h,120,32,0.3070049990928612
multiscale_smooth,1,Z500,24,1,0.9036356699753785
multiscale_smooth,1,Z500,24,2,0.9311083032677014
multiscale_smooth,1,Z500,24,3,0.9623994745381913
multiscale_smooth,1,Z500,24,4,0.9420396551835808
multiscale_smooth,1,Z500,24,5,0.9149138244963564
multiscale_smooth,1,Z500,24,6,0.8981517341144646
multiscale_smooth,1,Z500,24,7,0.91487521933954
multiscale_smooth,1,Z500,24,8,1.0139530382517208
multiscale_smooth,1,Z500,24,9,1.0881656317287491
multiscale_smooth,1,Z500,24,10,1.1891995244244515
multiscale_smooth,1,Z500,24,11,1.29793738500182
multiscale_smooth,1,Z500,24,12,1.3255793256842596
multiscale_smooth,1,Z500,24,13,1.4614042318564004
multiscale_smooth,1,Z500,24,14,1.597385993236765
multiscale_smooth,1,Z500,24,15,1.6749143237388209
multiscale_smooth,1,Z500,24,16,1.962873162170932
multiscale_smooth,1,Z500,24,17,2.1246447020056274
multiscale_smooth,1,Z500,24,18,2.472585185678327
multiscale_smooth,1,Z500,24,19,2.9984324345045614
multiscale_smooth,1,Z500,24,20,3.635196925709495
multiscale_smooth,1,Z500,24,21,4.268673303618284
multiscale_smooth,1,Z500,24,22,5.552703974987958
multiscale_smooth,1,Z500,24,23,6.890232701712292
multiscale_smooth,1,Z500,24,24,9.328027742700277
multiscale_smooth,1,Z500,24,25,10.153211733660543
multiscale_smooth,1,Z500,24,26,11.11287798249762
multiscale_smooth,1,Z500,24,27,13.477129098330867
multiscale_smooth,1,Z500,24,28,18.055730608699257
multiscale_smooth,1,Z500,24,29,24.14714452538238
multiscale_smooth,1,Z500,24,30,27.497074995346246
multiscale_smooth,1,Z500,24,31,30.32971967533547
multiscale_smooth,1,Z500,24,32,43.93399081512508
multiscale_smooth,1,T850,24,1,1.015550060320782
multiscale_smooth,1,T850,24,2,1.0085558243966435
multiscale_smooth,1,T850,24,3,1.0391690687147923
multiscale_smooth,1,T850,24,4,1.036090947760172
multiscale_smooth,1,T850,24,5,1.0431322835194041
multiscale_smooth,1,T850,24,6,1.0168087381817674
multiscale_smooth,1,T850,24,7,0.9819270321543307
multiscale_smooth,1,T850,24,8,0.9746154053471119
multiscale_smooth,1,T850,24,9,1.0057573978342158
multiscale_smooth,1,T850,24,10,0.9916740777246165
multiscale_smooth,1,T850,24,11,0.9933092043764027
multiscale_smooth,1,T850,24,12,1.024742465416345
multiscale_smooth,1,T850,24,13,1.0296339749373027
multiscale_smooth,1,T850,24,14,1.0666765615787581
multiscale_smooth,1,T850,24,15,1.1008486123474184
multiscale_smooth,1,T850,24,16,1.0309802360558469
multiscale_smooth,1,T850,24,17,1.0380204977515846
multiscale_smooth,1,T850,24,18,1.0915986834532518
multiscale_smooth,1,T850,24,19,1.0593659410084248
multiscale_smooth,1,T850,24,20,1.1160148647282717
multiscale_smooth,1,T850,24,21,1.1082664324996054
multiscale_smooth,1,T850,24,22,1.1463754343281845
multiscale_smooth,1,T850,24,23,1.1555128166363116
multiscale_smooth,1,T850,24,24,1.188031920752414
multiscale_smooth,1,T850,24,25,1.2091040410767535
multiscale_smooth,1,T850,24,26,1.2653150210671285
multiscale_smooth,1,T850,24,27,1.2664221787717767
multiscale_smooth,1,T850,24,28,1.3263687180794048
multiscale_smooth,1,T850,24,29,1.3818313206548134
multiscale_smooth,1,T850,24,30,1.359221174735544
multiscale_smooth,1,T850,24,31,1.4701383409697963
multiscale_smooth,1,T850,24,32,2.261876115996335
multiscale_smooth,1,Q850,24,1,0.9563945180301713
multiscale_smooth,1,Q850,24,2,0.9426117369351924
multiscale_smooth,1,Q850,24,3,0.9502854788132308
multiscale_smooth,1,Q850,24,4,0.9315545065207171
multiscale_smooth,1,Q850,24,5,0.9265611463651792
multiscale_smooth,1,Q850,24,6,0.9400338796996444
multiscale_smooth,1,Q850,24,7,0.9035570133635379
multiscale_smooth,1,Q850,24,8,0.8902680647674595
multiscale_smooth,1,Q850,24,9,0.8646672520468305
multiscale_smooth,1,Q850,24,10,0.8571940822715478
multiscale_smooth,1,Q850,24,11,0.831137476088829
multiscale_smooth,1,Q850,24,12,0.8270157400734807
multiscale_smooth,1,Q850,24,13,0.8526550385274956
multiscale_smooth,1,Q850,24,14,0.803184837735919
multiscale_smooth,1,Q850,24,15,0.8525717103121478
multiscale_smooth,1,Q850,24,16,0.8421956847529746
multiscale_smooth,1,Q850,24,17,0.8467025012996802
multiscale_smooth,1,Q850,24,18,0.8199815325263982
multiscale_smooth,1,Q850,24,19,0.8229567011158407
multiscale_smooth,1,Q850,24,20,0.8808011510817029
multiscale_smooth,1,Q850,24,21,0.8552914061060245
multiscale_smooth,1,Q850,24,22,0.9081452939851166
multiscale_smooth,1,Q850,24,23,0.9316069733092198
multiscale_smooth,1,Q850,24,24,0.9538154084233098
multiscale_smooth,1,Q850,24,25,0.9531780512623851
multiscale_smooth,1,Q850,24,26,1.0056013697141848
multiscale_smooth,1,Q850,24,27,1.0013591240775936
multiscale_smooth,1,Q850,24,28,1.0203142041316922
multiscale_smooth,1,Q850,24,29,1.0163669857287962
multiscale_smooth,1,Q850,24,30,0.9860751877758576
multiscale_smooth,1,Q850,24,31,1.046993654005625
multiscale_smooth,1,Q850,24,32,1.1651926861914812
multiscale_smooth,1,TP6h,24,1,0.8071515576225475
multiscale_smooth,1,TP6h,24,2,0.7256097875234881
multiscale_smooth,1,TP6h,24,3,0.7370770133810958
multiscale_smooth,1,TP6h,24,4,0.6638423253684708
multiscale_smooth,1,TP6h,24,5,0.6858083465569623
multiscale_smooth,1,TP6h,24,6,0.6230099461616672
multiscale_smooth,1,TP6h,24,7,0.6512920300830257
multiscale_smooth,1,TP6h,24,8,0.6097546316273452
multiscale_smooth,1,TP6h,24,9,0.5978404241198445
multiscale_smooth,1,TP6h,24,10,0.5667370726588801
multiscale_smooth,1,TP6h,24,11,0.529892987061609
multiscale_smooth,1,TP6h,24,12,0.5129925879830183
multiscale_smooth,1,TP6h,24,13,0.47630944558546817
multiscale_smooth,1,TP6h,24,14,0.4303647230149832
multiscale_smooth,1,TP6h,24,15,0.42683689361294297
multiscale_smooth,1,TP6h,24,16,0.40091624788664426
multiscale_smooth,1,TP6h,24,17,0.38025437281492974
multiscale_smooth,1,TP6h,24,18,0.3495315925415371
multiscale_smooth,1,TP6h,24,19,0.33225886215241274
multiscale_smooth,1,TP6h,24,20,0.30093976010024365
multiscale_smooth,1,TP6h,24,21,0.28689734920371107
multiscale_smooth,1,TP6h,24,22,0.26797805504905775
multiscale_smooth,1,TP6h,24,23,0.25055150681448396
multiscale_smooth,1,TP6h,24,24,0.24664041262239972
multiscale_smooth,1,TP6h,24,25,0.22338715867339048
multiscale_smooth,1,TP6h,24,26,0.21507832464930837
multiscale_smooth,1,TP6h,24,27,0.20035364119174356
multiscale_smooth,1,TP6h,24,28,0.20086793798794075
multiscale_smooth,1,TP6h,24,29,0.1896807697943557
multiscale_smooth,1,TP6h,24,30,0.1878791879829622
multiscale_smooth,1,TP6h,24,31,0.18720128866794258
multiscale_smooth,1,TP6h,24,32,0.22149199131508085
multiscale_smooth,1,Z500,120,1,0.8586216221295939
multiscale_smooth,1,Z500,120,2,0.8870691186917454
multiscale_smooth,1,Z500,120,3,0.8830886597093428
multiscale_smooth,1,Z500,120,4,0.6815553562836145
multiscale_smooth,1,Z500,120,5,0.6989500853174923
multiscale_smooth,1,Z500,120,6,0.7719500119389573
multiscale_smooth,1,Z500,120,7,0.9710189232889791
multiscale_smooth,1,Z500,120,8,1.1784574579663276
multiscale_smooth,1,Z500,120,9,1.2787155968106954
multiscale_smooth,1,Z500,120,10,1.3920923553287485
multiscale_smooth,1,Z500,120,11,1.6871768268500975
multiscale_smooth,1,Z500,120,12,2.19976010787208
multiscale_smooth,1,Z500,120,13,2.6272007527295584
multiscale_smooth,1,Z500,120,14,3.241701309009723
multiscale_smooth,1,Z500,120,15,4.343796048667283
multiscale_smooth,1,Z500,120,16,7.145687053661145
multiscale_smooth,1,Z500,120,17,6.951901722841428
multiscale_smooth,1,Z500,120,18,8.157803119636498
multiscale_smooth,1,Z500,120,19,9.54724580172523
multiscale_smooth,1,Z500,120,20,12.791691957102586
multiscale_smooth,1,Z500,120,21,18.41100243665151
multiscale_smooth,1,Z500,120,22,22.637339418238625
multiscale_smooth,1,Z500,120,23,31.448963816958745
multiscale_smooth,1,Z500,120,24,56.4588113043673
multiscale_smooth,1,Z500,120,25,58.16740026771719
multiscale_smooth,1,Z500,120,26,79.8420418752805
multiscale_smooth,1,Z500,120,27,118.56407128537658
multiscale_smooth,1,Z500,120,28,185.054903065247
multiscale_smooth,1,Z500,120,29,286.758840804836
multiscale_smooth,1,Z500,120,30,325.68871676054545
multiscale_smooth,1,Z500,120,31,425.3871067462096
multiscale_smooth,1,Z500,120,32,823.201065512373
multiscale_smooth,1,T850,120,1,1.1922583574720234
multiscale_smooth,1,T850,120,2,1.087606619635401
multiscale_smooth,1,T850,120,3,1.1759623544289417
multiscale_smooth,1,T850,120,4,0.8975466431164332
multiscale_smooth,1,T850,120,5,0.9262807320815306
multiscale_smooth,1,T850,120,6,0.942125973785168
multiscale_smooth,1,T850,120,7,1.036587966840359
multiscale_smooth,1,T850,120,8,1.0866556062366333
multiscale_smooth,1,T850,120,9,1.1722564635610946
multiscale_smooth,1,T850,120,10,1.126913230189624
multiscale_smooth,1,T850,120,11,1.2090640030579265
multiscale_smooth,1,T850,120,12,1.2432855253011823
multiscale_smooth,1,T850,120,13,1.2448146545664152
multiscale_smooth,1,T850,120,14,1.339882326998309
multiscale_smooth,1,T850,120,15,1.464538777734169
multiscale_smooth,1,T850,120,16,1.7258867930092532
multiscale_smooth,1,T850,120,17,1.4550223078366449
multiscale_smooth,1,T850,120,18,1.5422943780364209
multiscale_smooth,1,T850,120,19,1.6274909482436755
multiscale_smooth,1,T850,120,20,1.7565172907453541
multiscale_smooth,1,T850,120,21,1.8474341404269217
multiscale_smooth,1,T850,120,22,1.9320456059287872
multiscale_smooth,1,T850,120,23,2.183350280560482
multiscale_smooth,1,T850,120,24,2.963571431298615
multiscale_smooth,1,T850,120,25,2.9096003767415404
multiscale_smooth,1,T850,120,26,3.398499809085098
multiscale_smooth,1,T850,120,27,4.350885518371255
multiscale_smooth,1,T850,120,28,6.218543686795782
multiscale_smooth,1,T850,120,29,7.616197742650903
multiscale_smooth,1,T850,120,30,7.441119714944033
multiscale_smooth,1,T850,120,31,9.820924066139193
multiscale_smooth,1,T850,120,32,26.181995533341677
multiscale_smooth,1,Q850,120,1,0.9048331794925323
multiscale_smooth,1,Q850,120,2,0.823959877287141
multiscale_smooth,1,Q850,120,3,0.8206092416930802
multiscale_smooth,1,Q850,120,4,0.851635745749884
multiscale_smooth,1,Q850,120,5,0.7991239895547149
multiscale_smooth,1,Q850,120,6,0.859585193419669
multiscale_smooth,1,Q850,120,7,0.7520316092097764
multiscale_smooth,1,Q850,120,8,0.8325515958242234
multiscale_smooth,1,Q850,120,9,0.699169348383393
multiscale_smooth,1,Q850,120,10,0.7146617523361913
multiscale_smooth,1,Q850,120,11,0.6791559718550221
multiscale_smooth,1,Q850,120,12,0.6673365533583224
multiscale_smooth,1,Q850,120,13,0.6756288979383527
multiscale_smooth,1,Q850,120,14,0.6610873497970738
multiscale_smooth,1,Q850,120,15,0.7619583931822128
multiscale_smooth,1,Q850,120,16,0.9039206356051808
multiscale_smooth,1,Q850,120,17,0.8121490507977179
multiscale_smooth,1,Q850,120,18,0.7563805929193561
multiscale_smooth,1,Q850,120,19,0.7960192775121382
multiscale_smooth,1,Q850,120,20,0.9975906672089115
multiscale_smooth,1,Q850,120,21,1.0303230511341663
multiscale_smooth,1,Q850,120,22,1.1212041256712273
multiscale_smooth,1,Q850,120,23,1.1777101712662377
multiscale_smooth,1,Q850,120,24,1.8501682998469164
multiscale_smooth,1,Q850,120,25,1.7026914410636407
multiscale_smooth,1,Q850,120,26,1.8858616205339411
multiscale_smooth,1,Q850,120,27,2.1925078917151386
multiscale_smooth,1,Q850,120,28,2.569294361829965
